Source,State,AgreeName,Address,Units,Active Units,FDH Activation Date,City,RE Assigned,ROE Executed Date,PAL Executed Date,RE Status,Closed Date,Closed Bucket,Closed Notes,Existing Fiber Provider,Off Hold/Exp Date,Notes,Management Company,Owner/Property Contact
Site Data,NE,Omaha_MDU_618-636 N 46th St,618 N 46TH ST OMAHA NE 68132,10,0,8/28/2025,Omaha,RS,,,Closed - Market Reviewed,46085,Other,"2/9 Unable to Reach LL - Need Market Assistance
2/2Unable to locate POC for HOA",,,"3/4 Tried to reach out / No LL response. Zask Capital does not respond. 
2/18 Need Market Assistance 
2/4 NP Dodge Property Mgnt- Spk w/Teresa - Not their property - Unable to locate HOA contact
2/3 EM Bounced  for dreamvesting - looking at NP Dodge as Prop. Mgr. 402-255-5099
2/2 Need to locate HOA 
10 Private Townhomes 
636, 634, 632,630, 628,626,624,622,620,618 N 46th St. Omaha NE. ","TEN SQUARE TOWNHOMES
402-616-0019/ hello@dreamvesting.co EM bounces back / not working EM ","TEN SQUARE TOWNHOMES
402-616-0019/ hello@dreamvesting.co - EM does not work. "
Site Data,NE,Omaha_MDU_6201-6261 Ville De Sante Townhomes,6201 VILLE DE SANTE DR UNIT 1 OMAHA NE 68104,13,0,12/30/2023,Omaha,RS,,,Closed - Lost,45589,Not Interested,LL Denied Access to all their buildings: (knavratil@leagueofhumandignity.com)  6201-6261 Ville De Sante Drive - League of Human Dignity Denied Access -There are 3 buildings located at 6201- 6261 Ville De Sante Townhomes these are 4 plex’s . We cannot install any equipment. ,,,,,
Site Data,NE,Omaha_MDU_621 N 48th St,621 N 48TH ST UNIT 1 OMAHA NE 68132,12,0,9/9/2025,Omaha,RS,,,Closed - Lost,46057,Existing Fiber,No Available contact info available.,Cox,,2/4/2026 2/4 Spk to ROD (402-551-9494) the Property MGR - Marketing Agreeemnt w/Cox on all their buildings / they prefer not to have another provider,"Parcel ID (PIN) - 2436320000
","Greenspan Maurice I Trust
8108 Howard St, Omaha, NE 68114"
Site Data,NE,Omaha_MDU_6302 Boyd St,6302 BOYD ST UNIT 10 OMAHA NE 68104,11,0,3/19/2025,Omaha,RS,45664,,Completed,45664,,ROE obtained,,,ROE obtained,"INFO@DRKUMARGURUNG.COM
Gurung Brothers Real Estate
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com","Gurung Brothers Real Estate
INFO@DRKUMARGURUNG.COM
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com"
Site Data,NE,Omaha_MDU_6303 Taylor Cir,6303 TAYLOR CIR UNIT 1 OMAHA NE 68104,11,0,3/19/2025,Omaha,RS,45644,,Completed,45644,,ROE obtained,,,ROE obtained,"INFO@DRKUMARGURUNG.COM
Gurung Brothers Real Estate
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com","Gurung Brothers Real Estate
INFO@DRKUMARGURUNG.COM
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com"
Site Data,NE,Omaha_MDU_6406 Boyd St,6406 BOYD ST UNIT 10 OMAHA NE 68104,11,0,5/23/2025,Omaha,RS,45709,,Completed,45709,,ROE obtained,,,ROE obtained,"Elwood Grant will answer his phone, but you will need to TEXT Mr. Godfrey Friedt – he works days and only answers to text messages.
Mr. Godfrey - 402-238-5130 New Owner  EM: godfrey.friedt@poet.com
Elwood Grant [Maintenance Man] - 402-739-3806
","CLF GROUP LLC 
Property Owner:   Mr. Godfrey - 402-238-5130 
EM: godfrey.friedt@poet.com
Elwood Grant [Maintenance Man] - 402-739-3806"
Site Data,NE,Omaha_MDU_6414 Boyd St,6414 BOYD ST UNIT 10 OMAHA NE 68104,11,0,5/23/2025,Omaha,RS,45709,,Completed,45709,,ROE obtained,,,ROE obtained,"Elwood Grant will answer his phone, but you will need to TEXT Mr. Godfrey Friedt – he works days and only answers to text messages.
Mr. Godfrey - 402-238-5130 New Owner  EM: godfrey.friedt@poet.com
Elwood Grant [Maintenance Man] - 402-739-3806
","CLF GROUP LLC 
Property Owner:   Mr. Godfrey - 402-238-5130 
EM: godfrey.friedt@poet.com
Elwood Grant [Maintenance Man] - 402-739-3806"
Site Data,NE,OMAHA_MDU_6569-6571 Military Ave APTS,6569 MILITARY AVE UNIT 1 OMAHA NE 68104,12,0,7/17/2024,OMAHA,RS,,,Closed - Lost,45638,Not Interested,LL Denied Access -DENIED by JSI Investments   6569-6571 Military Ave. ,,,,,
Site Data,NE,Omaha_MDU_6641 Military Ave Apartments,6635 MILITARY AVE UNIT 1 OMAHA NE 68104,17,0,7/17/2024,Omaha,RS,,,Closed - Lost,45638,Not Interested,LL Denied Access - 6635 Military Ave DENIED by JSI Investments,,,,,
Site Data,NE,Omaha_MDU_Birch Tree Plaza,"705 N 89TH PLZ OMAHA NE 68114 (SFU) 
Birch Tree Lofts ",9,0,8/22/2024,Omaha,RS,,,Closed - Market Reviewed,46085,Other,SFU in HOA,,,"2/24 Cornelia confirmed this is a SFU / remove from list 
2/18 Need Market Assistance 
2/3 Closed due to lack of contact
11/6 Exhaused all avenues to find POC
11/5/25 No LL contact info ","Parcel ID (PIN) - 0641945000
","
Amy Shivvers  
SHIVVERS AMY ETAL
705 N 89 PLZ
OMAHA, NE 68114
"
Site Data,NE,Omaha_MDU_706 N 50th St,"706 N 50TH ST UNIT 1 OMAHA NE 68132
Fairview Apartments Dundee ",14,0,8/27/2025,Omaha,RS,,,Closed - Market Reviewed,46056,,"2/9 Unable to Reach LL - Need Market Assistance
2/3 Exhausted all avenues to located POC",,,"2/18 Need Market Assistance 
2/3 Closed due to lack of contact
11/6 Exhaused all avenues to find POC
11/5/25 EM Bounced","2/25 New Mgnt Co:  COMMERCIAL- Eric Wieseler ewieseler@firstmgt.com (402) 344-4600
Residential Brad Albrecht / 402-516-8961 balbrecht@firstmgt.com



Kyle Pitschka
15722 Burt St, Omaha, NE 68118
(402) 415-4244 (p)
info@vitalhealthcarestaffing.com","
QUAD P LLC 
"
Site Data,NE,Omaha_MDU_The Richards Apartments,7402 BLONDO ST UNIT 1 OMAHA NE 68134,24,0,1/28/2025,Omaha,RS,45539,,Completed,45539,,ROE obtained,,,ROE obtained,"Phil Moore ICD.D
REALTOR®, RE/MAX Crest Realty 
Doris Gee & Phil Moore Real Estate Team
604.230.3772
www.philmoore.com
phil@philmoore.com
1-5050 Kingsway, Burnaby, B.C., V5H 4C2","Philmoore Company
Phil Buttner philbuttner@cox.net / (402) 496-1376 "
Site Data,NE,Omaha_MDU_801 N 48th St,"801 N 48TH ST UNIT 1 OMAHA NE 68132
Dundee Place Apartments",10,0,9/9/2025,Omaha,RS,,,Closed - Market Reviewed,46086,Not Interested,"
2/9 Unable to Reach LL - Need Market Assistanc
2/2 exhaused all avenues to located property owner ",,,"3/5 Danial not interested in proposal 
3/4 LMTCB / EM /City Line Properties   402-381-3801 x 700 Daniel Zimmerman/ Irvin Salas 
citylineproperties.com /help@citylineproperties.com
2/18 Need Market Assistance 
2/4 Unable to Reach LL - Need Market Assistance LMTCB w/ Susan
2/3 LMTCB w/ Susan DeDee - need EM ","Parcel ID (PIN) - 1514880000
402-212-7509 - Susan Dedee","
NINJA LLC 
 402-212-7509"
Site Data,NE,Omaha_MDU_817 N 47th St,"817 N 47TH ST UNIT 1 OMAHA NE 68132
J.K. Apartments",10,0,8/28/2025,Omaha,RS,,,Closed - Lost,46056,Existing Contract,Unable to locate new POC ,,,"2/3 Spk to Philmoore properties, they do not manage this property, they don't know who does / Exhaused all avenues to locate contact","Parcel ID (PIN) - 1514640000
Philmoore Company (402) 496-1376 (p)
UNDERWOOD RENTALS LLC   402-318-5643","Philmoore Company
Phil Buttner philbuttner@cox.net /  (402) 496-1376 "
Site Data,NE,Omaha_MDU_818 N 46th St,818 N 46TH ST UNIT 1 OMAHA NE 68132,12,0,8/28/2025,Omaha,RS,,,Closed - Lost,45973,Not Interested,LL Denied Access - 816-818 -820 N 46th St.  Nichole Sherman Prop. Mgr ,,,,,
Site Data,NE,Omaha_MDU_821 N 47th St,"821 N 47TH ST UNIT 1 OMAHA NE 68132
Whittier Apartments",10,0,8/28/2025,Omaha,RS,,,Closed - Lost,46086,Not Interested,"3/5 Underwood PM called said they are not interested/ Clsoed 
2/4 Unable to Reach LL - Need Market Assistance ",,,"3/5 Underwood Not interested in having fiber. / closed 
3/4 ROE to EM / Market Notes: 402-318-5643	
Whittier Apartments -Underwood Property Management 
leasing@underwoodpm.com   
 https://www.underwoodpm.com/lincoln-place see 4621 Wakeley
2/18 Need Market Assistance 
2/4 EM to Mr Watson , LMTCB w/ Philmoor Co
2/3 VM EM to Mr. Watson Fiber Proposal ","Philmoore Company (402) 496-1376 (p)
UNDERWOOD RENTALS LLC   402-318-5643
Parcel ID (PIN) - 1514630000
Property Address - 821 N 47 ST ","Omaha Homes For Cash
6601 Maple St Omaha, NE 68104
underwood rentals, llc
James Watson (402) 226-8963 (p)
Omahahomesforcash@gmail.com"
Site Data,NE,Omaha_MDU_Windsong Apartments,8826 MIAMI ST UNIT 1 OMAHA NE 68134,24,0,4/29/2024,Omaha,RS,,,Closed - Lost,45618,Not Interested,LL Denied Access - Sophia Pico Mgr of Leasing / Sophia@underwoodpm.com - LL confimed that none of the residents have  interest on signing up with Fiber First therefore they will not be signing a Right for Entry agreement as this time.,,,,,
Site Data,NE,Omaha_MDU_St Frances Apartments,8921 CUMING ST OMAHA NE 68114,19,0,2/12/2025,Omaha,RS,45526,,Completed,45526,,"ROE obtained
8921- 8923-8925-8929-8933 Cuming St.",,,ROE obtained,"Phil Moore ICD.D
REALTOR®, RE/MAX Crest Realty 
Doris Gee & Phil Moore Real Estate Team
604.230.3772
www.philmoore.com
phil@philmoore.com
1-5050 Kingsway, Burnaby, B.C., V5H 4C2","Philmoore Company
Phil Buttner philbuttner@cox.net / (402) 496-1376 "
Site Data,NE,Omaha_MDU_9026-9032 Ohio St,9026 OHIO ST UNIT 1 OMAHA NE 68134,12,0,4/29/2024,Omaha,RS,,,Closed - Lost,45538,Not Interested,"LL Denied Access - Per LL EM: I do not know why you are bothering me, - you do not have my permission to enter any of my properties. Grant A. Forsberg 3321 N 109th Plaza Omaha, NE 68164 Tel: (402) 201-3251 Fax: (402) 216-0250 grant@grantforsberglaw.com",,,,,
Site Data,NE,Omaha_MDU_Century House Apartments,"909 N 48TH AVE UNIT 1 OMAHA NE 68132
Century House",24,0,8/25/2025,Omaha,RS,,,Closed - Market Reviewed,46085,,2/17 LL unresponsive - need Market Assistance ,,,"3/4 Market Notes: Tried Crown/ no response. 
2/18 Need Market Assistance 
2/17 LL unresponsive /canceled ROE
2/12 EM / VM reminding LL to sign ROE. 
2/4 ROE to Paul / Melissa, Prop. Manager -she gave me Paul Bouda's email ( paul@crownmanagementomaha.com )
2/3 EM to Crown Mgnt requesting Fiber ROE ","Crown Property Management - Century House
(402) 490-0975 (p)Info@crownmanagementomaha.com
www.crownmanagementomaha.com
Parcel ID (PIN) - 0753740000
Property Address - 909 N 48 AV ","Nelsen Investments Ltd
True Owner
A C Nelsen Recreational Vehicle World
(402) 333-1122 (p)
acnrv.com"
Site Data,NE,Omaha_MDU_Beacon Heights Apts,9110 MAPLEWOOD BLVD UNIT 1 OMAHA NE 68134,16,0,3/7/2024,Omaha,RS,,,Closed - Lost,10.21.24,Not Interested,LL Denied Access: Todd Schuiteman <TSchuiteman@qliomaha.com> vast majority of the building is finished space) will not be easy and it is our desire not to have lots of wire running externally along the building.,,,,,
Site Data,NE,Omaha_MDU_Redman Plz,9123 REDMAN PLZ OMAHA NE 68134,17,0,1/9/2024,Omaha,RS,,,Closed - Lost,45498,Not Interested,LL Denied Access -  This included 9125 Redman Plaza as well - Cynthia Weber <cynthia.weber@mosaicinfo.org> Corporate Office had rejected our installation due to the fact they had not heard of Ubiquity/ or FiberFirst.,,,,,
Site Data,NE,Omaha_MDU_915 N 48TH ST,915 N 48TH ST UNIT 10 OMAHA NE 68132,17,0,8/25/2025,Omaha,RS,,,Closed - Lost,46057,Not Interested,"2/4 Spk with MaryAnn, she said all the property owners we inquired about were not interested in having the fiber installed. Please take off the list. ",,,"2/4 Spk with MaryAnn, she said all the property owners we inquired about were not interested in having the fiber installed. Please take off the list. 
2/3 EM/VM sent to both EM addresses and phone with no response
1/21 EM sent to nebraska@purepm.co which is Pure Operating LLC Management Co, but no response via phone or em
12/1 EM bounced for mdoner
11/7 US Mail came back undeliverable to company address. 
10/24 Unable to locate working phone, address or EM for Samson Holding LLC ","Parcel ID (PIN) - 2405630000
mdoner@purepm.co
402-559-0363
Mary Ann Doner 
mdoner@purepm.co
Samson Holdings LLC, 
Managed by Pure Operating LLC.  ","
SAMSON HOLDINGS LLC"
Site Data,NE,Omaha_MDU_9214-9224 Ohio St,9214 OHIO ST UNIT 1 OMAHA NE 68134,18,0,4/29/2024,Omaha,RS,,,Closed - Lost,46057,Not Interested,"2/4 Spk with MaryAnn, she said all the property owners we inquired about were not interested in having the fiber installed. Please take off the list. ",,,"2/4 Spk with MaryAnn, she said all the property owners we inquired about were not interested in having the fiber installed. Please take off the list. 
2/3 EM/VM sent to both EM addresses and phone with no response
1/21 EM sent to nebraska@purepm.co which is Pure Operating LLC Management Co, but no response via phone or em
12/1 EM bounced for mdoner
11/7 US Mail came back undeliverable to company address. 
10/24 Unable to locate working phone, address or EM for Samson Holding LLC ","
Parcel ID (PIN) - 1711810648
Property Address - 9216 OHIO ST  (9214 - 9218 Ohio St.)Mary Ann Doner 
mdoner@purepm.co 
Samson Holdings LLC, 
Managed by Pure Operating LLC.  
Parcel ID (PIN) - 1711810648
Owner - SAMSON HOLDINGS LLC 
Property Address - 9216 OHIO ST ","
SAMSON HOLDINGS LLC"
Site Data,NE,NEW ADDED SITE, 107 S 87 ST Omaha NE 68114,4,0,,Omaha,RS,,,Completed,,,,,,"3/19/FE ROE MDU 4 Units / Sent to team 
3/17 EM to AJ requsting status 
3/11 AJ still pending word back from LL 
3/4 AJ pending response from LL 
2/23 AJ said he would discuss the proposal w/property owners - requested ROE ",i,"Marcon Enterprises
Albert Moellenbeck""AJ"" <ajm@marconomaha.com>
 - PH: 402-315-3357/ cell 402-661-9622
AJM@marconomaha.com "
Site Data,NE,NEW ADDED SITE,101 S 87 ST  Omaha NE 68114,4,0,,Omaha,RS,,,Completed,,,,,,"3/19/FE ROE MDU 4 Units / Sent to team 
3/17 EM to AJ requsting status 
3/11 AJ still pending word back from LL 
3/4 AJ pending response from LL 
2/23 AJ said he would discuss the proposal w/property owners - requested ROE ","Parcel ID (PIN) - 1415620000 - 4 untis 
Owner - INDIAN HILLS VILLAGE JBC ETAL 
Property Address - 101 S 87 ST OMAHA 68114","Marcon Enterprises
Albert Moellenbeck""AJ"" <ajm@marconomaha.com>
 - PH: 402-315-3357/ cell 402-661-9622
AJM@marconomaha.com "
Site Data,NE,NEW ADDED SITE,113 N 87 ST OMAHA 68114,4,0,,Omaha,RS,,,Completed,,,,,,"3/19/FE ROE MDU 4 Units / Sent to team 
3/17 EM to AJ requsting status 
3/11 AJ still pending word back from LL 
3/4 AJ pending response from LL 
2/23 AJ said he would discuss the proposal w/property owners - requested ROE ","Parcel ID (PIN) - 1415630000 - 4 units 
Owner - INDIAN HILLS VILLAGE JBC ETAL 
Property Address - 113 N 87 ST OMAHA 68114","Marcon Enterprises
Albert Moellenbeck""AJ"" <ajm@marconomaha.com>
 - PH: 402-315-3357/ cell 402-661-9622
AJM@marconomaha.com "
Site Data,NE,NE_OMAHA_SA12_FDH12_MDU_OMAHA HOME FOR BOYS,928 N 47TH AVE UNIT 2 OMAHA NE 68132,10,0,8/25/2025,Omaha,RS,,,Closed - Market Reviewed,46085,Not Interested,,,,"3/4 402-558-0366/ No interest per LL 
2/18 Need Market Assistance 
2/12 LMTCB w.Elsie  / LL unresponsive to / VM  - no email address
2/4 LMTCB on VM 
2/3 LMTCB on VM / need EM","Parcel ID (PIN) - 2409200005
Property Address - 919 N 48 ST  / 930 & 928 N 47th Ave  (402) 457-7000 
Main Campus: (402) 457-7133
4343 N 52nd Street, Omaha, NE 68104
(402) 457-7000  |  (800) 408-4663","OMAHA HOME FOR BOYS
 Jacobs’ Place Transitional Living
Parcel ID (PIN) - 2409200005
Property Address - 919 N 48 ST  / 930 & 928 N 47th Ave  (402) 457-7000"
TX Site Data,TX,Killeen_MDU_Villa Del North,1006 N 4TH ST UNIT 1 KILLEEN TX 76541,16,0,12/31/2024,Killeen,TF,46051,,Completed,,,,,,"1/28/26 Owner phone not valid. Spoke with PM Amy, sent ROE 1/29/26 received signed ROE",Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.com,1006 North 4th Street LLC c/o Myles Spetsios 941-371-5613
TX Site Data,TX,Killeen_MDU_1015-1017 Parmer Ave,1015 PARMER AVE UNIT 10 KILLEEN TX 76541,14,0,6/28/2024,Killeen,TF,46056,,Completed,,,,,,"1/28/26 spoke with Mar. Sent ROE to PM: Shawn Darden, Shawn@soldiersofrealestate.com 2/3/26 spoke with Shawn, resent ROE. He asked about insurance and landscape restorations. Also is PM for 613 Stringer.",Soliders of Real Estate 254-618-5140,No Costar contact. 1015 & 1017 Parmer Ave LLC Parcel #6676
TX Site Data,TX,Killeen_MDU_119-111 N College St,1019 N COLLEGE ST UNIT 1 KILLEEN TX 76541,24,0,10/31/2024,Killeen,TF,,,Closed - Lost,46064,Not Interested,,,, 1101 N college is part of this parcel. 2/4/26 spoke with John - said he's not interested because tenants make $5/hour and won't pay for internet. Still emailed ROE 2/11/26 F?U - he is NOT interested.,Dock Walk 714-916-9670 dockwalkrealestate.com John Gorske (owner) john@dockwalkrealestate.com,No Costar contact / For Rent Sign phone # 254-699-0611. Owner as of 10/19 John Gorske (same as 1202 College & 761st Tank Battalion (aka 810 W Avenue D)
TX Site Data,TX,Harker Heights_MDU_Mockingbird Ln,102 E MOCKINGBIRD LN UNIT 1 HARKER HEIGHTS TX 76548,22,0,7/19/2023,Harker Heights,JB,,,Closed - Market Reviewed,,Contact Info,,,,2/17/ Called new # for Rebecca.  No ring no answer.  Requesting local market rep talk to residents. 1/28 Call 1st # disconnected / 2nd # wrong James Scripps,Rebecca  254-699-1820,"No Costar contact / Owner Name: SCRIPPS, JAMES GEORGE III ETAL  775-327-4821 / 775-843-0214
Mailing Address: 1080 SHARON WAY
Mailing Address City: RENO
Mailing Address State: NV
Mailing Address Zip: 89509"
TX Site Data,TX,Killeen_MDU_Versailles North,103 W DUNN AVE UNIT 1 KILLEEN TX 76541,18,0,10/31/2024,Killeen,TF,,,Closed - Lost,46097,Not Interested,,,,"2/10/26 LM for Jamie, sent roe 2/19/26 VM for PM 2/27/26 emailed Lisa/MCG about this property and 401 Root Ave. 3/6/26 VM",MCG Homestead 254-415-7480,"5/2025 New Day Homes TX LLC c/o Jamie Finnen-Gratzer, Partner, The Optimal Finacial Group 281-288-9982o jamie@theoptimalfinancialgroup.com"
TX Site Data,TX,Harker Heights_MDU_Village Apts,104 E CARDINAL LN UNIT 1 HARKER HEIGHTS TX 76548,10,0,7/19/2023,Harker Heights,JB,,,Closed - Market Reviewed,,Contact Info,,,,1/29 Number not in service,,"No Costar contact/ Owner Name: HO, WILLIAM W K 904-677-8845
Mailing Address: PO BOX 1824 / 559 S Atlantic
Mailing Address City: ORMOND BEACH, FL 32175
Mailing Address State: FL
Mailing Address Zip: 32175"
TX Site Data,TX,Harker Heights_MDU_Dove Lane Apts,107 W DOVE LN UNIT 1 HARKER HEIGHTS TX 76548,17,0,9/29/2023,Harker Heights,JB,,,Closed - Lost,,Not Interested,,,,2/18 Owner said no interest doesnt want service didnt give a reason once asked for a reason. 2/10 Spoke to PM she is going to get back to me after she talks to the owner. 1/29 LM  for Robin / Sent Proposal email,Central Texas Property Management Robin@Centexpm.net /254-699-1700,Central Texas Property Management Robin@Centexpm.net /254-699-1700
TX Site Data,TX,Killeen_MDU_1103-1109 Harbour Ave,1103 HARBOUR AVE UNIT A KILLEEN TX 76541,16,0,6/28/2024,Killeen,TF,,,Closed - Market Reviewed,46086,Contact Info,,,,"Building includes 1103, 1105, 1107, 1109 addresses. 1/30/26 unable to identify owner contact info, PM or leasing #. 2/10/26 received PM info from TX local support. 2/11/26 Called Amy Millsap/Morris - they don't manage that property 3/5 # from the market isn't in service",Morris Real Estate 254-634-8852 2.10.26 ,"No Costar contact /Owner Name: CHARLES SHIMOLA LLC, 7201 RANCH ROAD 2222 UNIT 2405, AUSTIN, TX 78730"
TX Site Data,TX,Killeen_MDU_Fairway Park,1104 GARTH DR UNIT 1 KILLEEN TX 76541,10,0,10/31/2024,Killeen,TF,,,Closed - Lost,46099,Not Interested,,,,"1/30/26 unable to obtain owner of PM contact info 2/18 spoke w/ fred. send proposal so he can discuss with owner. doesn't want parking lot torn up. 3/5 VM. 3/17/26 spoke, resent ROE. Owner doesn't want any parking lot diggning. 3/18 Fred emailed, said owner is denying fiber on the property. I asked why.",Rancier Realty 254-526-4093m 2.10.26 Fred.Latham@hot.rr.com 254-702-4241o,"Bay's Super Markets Inc PO Box 10097 Killeen, TX 76547 (as of 4/1972)"
TX Site Data,TX,Killeen_MDU_207 W Young Ave,1104 N COLLEGE ST UNIT A KILLEEN TX 76541,10,0,10/31/2024,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,207 W Young units are also on this parcel. 2/3/26 spoke with owner. English 2nd language. insisted I talk to each tenant. Sent text clarifying. 2/18/26 sent ROe 3/5/26 VM,leasing: 254-699-0611,"No Costar contact / Owner Name: LOWE, OK K,  4701 MESA DR, KILLEEN, TX 76542 Parcel # 11241 ok.lowe@gmail.com"
TX Site Data,TX,Killeen_MDU_Bradley Arms,1117 N 8TH ST UNIT 1 KILLEEN TX 76541,18,0,12/31/2024,Killeen,TF,,,Assigned FiberFirst,,,,,,"2/3/26 Owner #'s just rang. Spoke with PM Jim, sending ROE. Has 3 other properties on same block so will send those as well 2/6/26 spoke, he's reviewing with owner. will know by tuesday. 2/19/26 LM and resent email. 2/25 resent ROEs 3/5 Melissa to nudge on ROE 3/24/26 lm/resent ROE to jim 3/26/26 JS responded that he signed PAL. still need ROE. Resent Docusign CC'd Melissa",Colt Real Estate Group 254-526-2277. Jim Switzer jimswitzer@coltREgroup.com,"CPOW Property LLC c/o Paul Williams 214-341-1605o, 214-826-2281m"
TX Site Data,TX,HARKER HEIGHTS_MDU_JR's_Trailer_Park,117 E BALL RD UNIT 1 HARKER HEIGHTS TX 76548,22,0,10/10/2023,HARKER HEIGHTS,JB,,,Closed - Market Reviewed,,Contact Info,,,,2/17 bad number. Need drive by to trailer park by market .2/10 LM for Romero Realty Group actual address listed and found management company lM for Elba.  1/29 LM for Elba,Romero Realty Group at Homevets Realty / 254-681-1302,"No Costar contact / Owner Name: VELASCO, ELBA G GUTIERREZ / 254-393-6884/ anyordinaryemail09@gmail.com / Juan Perez /
Mailing Address: 117 E BALL ST
Mailing Address City: HARKER HEIGHTS TX 76548   Actual address:  2000 E CTX Expwy Ste. B, Killeen, TX 76543

"
TX Site Data,TX,KILLEEN_MDU_117-121_W_AVENUE_A,117 W AVENUE A UNIT 1 KILLEEN TX 76541,10,0,12/31/2024,KILLEEN,TF,,46082,Completed,,,,,,"115 is also on this parcel. 1/30/26 unable to identify owner or PM contact info 2/12/26 reached out to jeremy/Keystone for ROE. They're interested in FF deal. 2/13 Jeremy confirmed ownership, resent ROE and Melissa has meeting sheduled. 3/5 Melissa to nudge them on ROE",Keystone Holdings 254-406-1988 2.10.26 Jeremy opt1,"No CoStar contact. JQ 1 LLC 4508 Jeff Scott Dr, Apt C, Killeen, TX 76549"
TX Site Data,TX,Killeen_MDU_Casa Grande,119 W YOUNG AVE UNIT 1 KILLEEN TX 76541,20,0,12/31/2024,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,2/10/2026 VM for Lawrence 2/19/26 VM and sent ROE 3/5/26 VM 3/9/26 closed,,"CIC Real Estate LLC c/o Lawrence Bellinger 2141 County Rd 4390 Kempner, TX 76539 254-415-0541 Parcel #9000 lawrence-yesi@hotmail.com"
TX Site Data,TX,Killeen_MDU_122 N College St,1202 N COLLEGE ST UNIT 1 KILLEEN TX 76541,16,0,10/31/2024,Killeen,TF,,,Closed - Lost,46064,Not Interested,,,,2/4/26 also has 803 761 tank batt (aka 810 W Avenue D). Spoke with John - not interested because tenants make $5/hour and cn't pay for utiities. Still sent ROE. 2/11/26 he is NOT interested.,Dock Walk 714-916-9670 dockwalkrealestate.com John Gorske (owner) john@dockwalkrealestate.com ,"Argolis Properties LLC c/o Brothers Property Group LLC 4706 N Midkiff Rd, Midland TX 79705 713-213-8379. Owner as of 9/2020: John Gorske (Dockwalk),"
TX Site Data,TX,Killeen_MDU_Paradise Cove,1204 BUNDRANT DR UNIT A KILLEEN TX 76543,22,0,10/31/2023,Killeen,TF,,,Closed - Lost,46091,Not Interested,,,,"2/5/2026 VM, emailed ROE 2/19/26 VM, resent ROE 3/6/26 VM 3/10/26 closed",,"Primegate Capital Investment LLC c/o Yenesaw Negatu 5900 Balcones Dr, Suite 100 austin, TX 78731 559-960-7631"
TX Site Data,TX,Killeen_MDU_127-129 N 1th St,1207 N 10TH ST UNIT 1 KILLEEN TX 76541,16,0,12/30/2024,Killeen,TF,,,Research Required,,,,,,"2/2/2026 tried calling, got message said the person i am calling cannot accept calls at this time ?? 2/19/26 tried different #, VM full so sent text. 2/25/26 request local support for PM/owner contact info",,"Owner: KSJS Investments LLC, c/o Kyle Cox 7004 Kenosha Pass, Austin, TX 78749 713-373-6634, 512-567-7980 Parcel # 34969"
TX Site Data,TX,Killeen_MDU_1215 & 1217 N 4th St,1215 N 4TH ST UNIT 1 KILLEEN TX 76541,20,0,12/31/2024,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,parcel includes 1217 address 2/4/26 # just rings and then asks for remote access code. Unable to locate any other contact info for owner or PM. 2/9/10 got revised contact # 2/12/26 VM for Mohammad 2/25/26 VM 3/5/26 VM,Mohammad 512-983-8273 2.10.26,"Mohammad & Zara Bahrami 8500 Ephraim Rd, Austin, TX 78717 512-255-1178 Parcel #52756"
TX Site Data,TX,HARKER HEIGHTS_MDU_700 S Amy Ln apt,126 E RUBY RD UNIT 1 HARKER HEIGHTS TX 76548,10,0,9/10/2023,HARKER HEIGHTS,JB,,,Proposal Sent,,,,,,3/18 Samantha emailed back with build questions I forwarded to Cass to send to the market for follow up with the LL.   3/9 follow up email to Samantha. She is on vacation until 3/17. LM 2/25:  reached back out and LM. 2/17 LM for Samantha. 2/10 LM for PM she is at doctor and told to call back tomorrow.Sent email proposal. 1/29 LM for samanatha sent proposal. Told to call back after 3 pmShe is ,Property Manager is samantha.leach@erabrokers.com Direct line 254-213-6982 address is 700 S Amy Lane ,No Costar contact/ Trustmark Property Management 254-698-4722   Samantha Leach 254-213-6982 / ERA Brokers
TX Site Data,TX,Bridgeport_MDU_Atrium Garden Apartments,1304 HALSELL ST UNIT A BRIDGEPORT TX 76426,21,0,8/28/2024,Bridgeport,JB,,,Closed - Market Reviewed,,Contact Info,,,,3/4: LM for number VM 2/17 LM with the new # received by the market. 1/28/26 Canon Realty no longer manages property / other contact number disconnected,Canon Realty 940-368-1811  817-229-0554,940-683-5268
